Team1,0,0,1,0,2,2,0,1,0,0
Team2,0,0,0,0,0,0,2,1,0,0
Team3,0,0,2,0,0,0,0,0,0,0
Team4,0,1,2,2,0,1,0,0,2,1
Team5,0,0,0,0,0,0,1,0,0,0
Team6,0,0,0,0,0,0,0,0,0,0
