15,0,0,15,0,0
15,15,5,15,15,15
15,0,5,15,15,0
15,15,0,5,15,0
15,15,0,5,15,0
15,15,15,15,15,5
0,15,15,0,0,5
0,15,15,0,0,15
0,5,15,15,5,15
0,5,15,15,5,15
5,0,15,0,15,15
5,0,0,0,0,15
