Team1,12,18,21,3,21,0,1,17,0,11
Team2,8,11,23,23,15,7,23,15,4,0
Team3,12,0,13,16,15,1,17,17,9,19
Team4,9,12,26,17,13,4,10,19,8,14
Team5,6,19,39,9,15,10,19,26,5,8
Team6,13,9,24,16,11,2,7,21,5,16
