Team1,24,19,28,19,18,14,14,19,11,27
Team2,15,24,22,19,15,12,17,20,12,19
Team3,11,23,20,31,12,16,16,13,12,14
Team4,18,21,19,20,22,10,13,16,16,14
Team5,35,12,24,24,15,14,16,8,9,16
Team6,17,16,20,19,14,18,15,22,7,19
